medra_code,medra_name
10003786,Auditory hyperacuity
10003787,Auditory hypoacuity
10003789,Auditory recruitment
10003790,Augmentation mammoplasty
10003791,Aura
10003794,Aural polyp
10003795,Auricle accessory
10003796,Auricular fibrillation
10003797,Auricular haematoma
10003798,Auricular hematoma
10003799,Auricular perichondritis
10003800,Auricular swelling
10003802,Australia antigen positive
10003804,Australian encephalitis
10003805,Autism
10003806,Autism infantile
10003807,Autistic behaviour
10003808,Autistic disorder
10003809,Auto-antibody response
10003810,Autoantibody NOS negative
10003811,Autoantibody NOS positive
10003812,Autoantibody response
10003813,Autoimmune deficiency syndrome
10003814,"Autoimmune disease, not elsewhere classified"
10003815,Autoimmune disorder NOS
10003822,Autoimmune haemolytic anaemia NOS
10003823,Autoimmune haemolytic anaemias
10003824,Autoimmune haemolytic disease NOS
10003825,Autoimmune hemolytic anemia
10003826,Autoimmune hemolytic anemias
10003827,Autoimmune hepatitis
10003829,Autologous bone marrow transplantation therapy
10003830,Automatism
10003831,Automatism epileptic
10003832,Automatism NEC
10003833,"Automatism, command"
10003834,"Automatism, epileptic"
10003835,Automobile accident
10003836,Autonomic failure progressive
10003837,Autonomic imbalance
10003840,Autonomic nervous system imbalance
10003841,Autonomic neuropathy NOS
10003843,Autosomal chromosome anomaly NOS
10003844,Autosomal deletion syndromes
10003845,Autotransfusion
10003846,AV block
10003847,AV block (NOS)
10003848,AV block complete
10003849,AV block complete with syncope
10003850,AV block first degree
10003851,AV block second degree
10003852,AV block third degree
10003853,AV dissociation
10003854,AV fistula creation
10003855,AV fistula excision
10003856,AV fistula revision
10003857,AV nodal reentrant tachycardia
10003858,AV nodal tachycardia
10003859,AV reentrant tachycardia
10003860,Avascular necrosis femoral head
10003861,Avascular necrosis of bone
10003862,Avitaminosis
10003863,Avitaminosis A B B1 B2 etc.
10003864,Avoidant personality
10003865,Avoidant personality disorder
10003866,Avulsion of eye
10003867,Awakening early
10003868,Awaking excitability
10003869,Axial hiatal hernia
10003870,Axillary abscess
10003871,Axillary adenopathy
10003872,Axillary artery aneurysm
10003873,Axillary artery thrombosis
10003874,Axillary candidiasis
10003875,Axillary lymph nodes enlarged
10003876,Axillary metastases
10003877,Axillary moniliasis
10003878,Axillary nerve block
10003879,Axillary nerve injury
10003880,Axillary vein thrombosis
10003881,Axillosubclavian aneurysm
10003882,Axonal neuropathy
10003883,Azoospermia
10003884,Azospermia
10003885,Azotaemia
10003886,Azotemia
10003887,Azotemia of renal origin
10003888,Azotemia prerenal
10003889,Azotemia renal
10003890,B precursor type acute leukaemia
10003891,B precursor type acute leukemia
10003892,B-cell chronic lymphocytic leukaemia/prolymphocytic leukaemia/small lymphocytic lymphoma
10003893,B-cell chronic lymphocytic leukaemia/prolymphocytic leukaemia/small lymphocytic lymphoma recurrent
10003894,B-cell chronic lymphocytic leukaemia/prolymphocytic leukaemia/small lymphocytic lymphoma refractory
10003895,B-cell chronic lymphocytic leukaemia/prolymphocytic leukaemia/small lymphocytic lymphoma stage I
10003896,B-cell chronic lymphocytic leukaemia/prolymphocytic leukaemia/small lymphocytic lymphoma stage II
10003897,B-cell chronic lymphocytic leukaemia/prolymphocytic leukaemia/small lymphocytic lymphoma stage III
10003898,B-cell chronic lymphocytic leukaemia/prolymphocytic leukaemia/small lymphocytic lymphoma stage IV
10003899,B-cell lymphoma
10003901,B-cell lymphoma NOS
10003902,B-cell lymphoma recurrent
10003903,B-cell lymphoma refractory
10003904,B-cell lymphoma stage I
10003905,B-cell lymphoma stage II
10003906,B-cell lymphoma stage III
10003907,B-cell lymphoma stage IV
10003908,B-cell small lymphocytic lymphoma
10003910,B-cell small lymphocytic lymphoma NOS
10003911,B-cell small lymphocytic lymphoma recurrent
10003912,B-cell small lymphocytic lymphoma refractory
10003913,B-cell small lymphocytic lymphoma stage I
10003914,B-cell small lymphocytic lymphoma stage II
10003915,B-cell small lymphocytic lymphoma stage III
10003916,B-cell small lymphocytic lymphoma stage IV
10003917,B-cell type acute leukaemia
10003918,B-cell type acute leukaemia NOS
10003919,B-cell type acute leukemia
10003920,B-cell type acute leukemia NOS
10003922,B-cell unclassifiable lymphoma high grade
10003923,B-cell unclassifiable lymphoma low grade
10003924,B-immunoblastic lymphoma (Kiel Classification)
10003925,B-immunoblastic lymphoma (Kiel Classification) recurrent
10003926,B-immunoblastic lymphoma (Kiel Classification) refractory
10003927,B-immunoblastic lymphoma (Kiel Classification) stage I
10003928,B-immunoblastic lymphoma (Kiel Classification) stage II
10003929,B-immunoblastic lymphoma (Kiel Classification) stage III
10003930,B-immunoblastic lymphoma (Kiel Classification) stage IV
10003931,B-K mole syndrome
10003932,B-large cell anaplastic Lymphoma (Kiel Classification)
10003933,B-large cell anaplastic Lymphoma (Kiel Classification) recurrent
10003934,B-large cell anaplastic Lymphoma (Kiel Classification) refractory
10003935,B-large cell anaplastic Lymphoma (Kiel Classification) stage I
10003936,B-large cell anaplastic Lymphoma (Kiel Classification) stage II
10003937,B-large cell anaplastic Lymphoma (Kiel Classification) stage III
10003938,B-large cell anaplastic Lymphoma (Kiel Classification) stage IV
10003939,B-lymphoblastic lymphoma (Kiel Classification)
10003940,B-lymphoblastic lymphoma (Kiel Classification) recurrent
10003941,B-lymphoblastic lymphoma (Kiel Classification) refractory
10003942,B-lymphoblastic lymphoma (Kiel Classification) stage I
10003943,B-lymphoblastic lymphoma (Kiel Classification) stage II
10003944,B-lymphoblastic lymphoma (Kiel Classification) stage III
10003945,B-lymphoblastic lymphoma (Kiel Classification) stage IV
10003946,"B-Lymphocytic, CLL (Kiel Classification)"
10003947,"B-Lymphocytic, CLL (Kiel Classification) recurrent"
10003948,"B-Lymphocytic, CLL (Kiel Classification) refractory"
10003949,"B-Lymphocytic, CLL (Kiel Classification) stage I"
10003950,"B-Lymphocytic, CLL (Kiel Classification) stage II"
10003951,"B-Lymphocytic, CLL (Kiel Classification) stage III"
10003952,"B-Lymphocytic, CLL (Kiel Classification) stage IV"
10003953,"B-Lymphocytic, prolymphocytic leukaemia (Kiel Classification)"
10003954,"B-Lymphocytic, prolymphocytic leukaemia (Kiel Classification) recurrent"
10003955,"B-Lymphocytic, prolymphocytic leukaemia (Kiel Classification) refractory"
10003956,"B-Lymphocytic, prolymphocytic leukaemia (Kiel Classification) stage I"
10003957,"B-Lymphocytic, prolymphocytic leukaemia (Kiel Classification) stage II"
10003958,"B-Lymphocytic, prolymphocytic leukaemia (Kiel Classification) stage III"
10003959,"B-Lymphocytic, prolymphocytic leukaemia (Kiel Classification) stage IV"
10003960,B12 deficiency anemia
10003961,B6 deficiency neuritis
10003962,Babbling
10003963,Babesia
10003965,Babesiosis
10003966,Babinski sign positive
10003967,Baby 28 weeks plus under 2.5 kg
10003968,Baby blues
10003969,Baby premature
10003970,Bach's flower remedy
10003971,Bacillary angiomatosis
10003972,Bacillary dysentery
10003973,Bacillary gastroenteritis
10003975,Bacillus anthracis infection
10003976,Bacillus cereus gastroenteritis
10003977,Bacillus infection NOS
10003978,Back ache
10003979,Back arched backward
10003980,Back arched backwards
10003981,Back crushing
10003982,Back discomfort
10003983,Back disorder
10003984,Back disorder NOS
10003985,Back distress
10003986,Back injury
10003987,Back injury NOS
10003988,Back pain
10003989,Back pain (with radiation)
10003990,Back pain (without radiation)
10003991,Back pain psychogenic
10003992,Back sprain
10003993,Backache
10003994,"Backache, unspecified"
10003995,Background diabetic retinopathy
10003996,"Background retinopathy, unspecified"
10003997,Bacteraemia
10003998,"Bacteraemia, unspecified"
10003999,Bacteremia
10004001,Bacteria NOS blood identified
10004002,Bacteria NOS blood no organisms observed
10004003,Bacteria NOS body fluid identified
10004004,Bacteria NOS body fluid organisms observed
10004005,Bacteria NOS cervical specimen identified
10004006,Bacteria NOS cervical specimen no organisms observed
10004007,Bacteria NOS sputum identified
10004008,Bacteria NOS sputum no organisms observed
10004009,Bacteria NOS stool identified
10004010,Bacteria NOS stool no organisms observed
10004011,Bacteria NOS tissue specimen identified
10004012,Bacteria NOS tissue specimen no organisms observed
10004013,Bacteria NOS wound identified
10004014,Bacteria NOS wound no organisms observed
10004015,Bacterial abscess central nervous system
10004016,Bacterial diarrhoea
10004017,Bacterial disease carrier
10004019,Bacterial endocarditis
10004020,"Bacterial enteritis, unspecified"
10004021,Bacterial eye infection
10004022,Bacterial food poisoning
10004023,Bacterial food poisoning NOS
10004024,Bacterial growth genital asymptom
10004025,Bacterial growth genital asymptomatic
10004026,Bacterial infection due to Bacillus fragilis
10004027,Bacterial infection due to clostridium perfringens
10004028,Bacterial infection due to helicobacter pylori (H. pylori)
10004029,Bacterial infection due to mycoplasma
10004030,Bacterial infection due to other anaerobes
10004031,Bacterial infection due to other gram-negative organisms
10004032,Bacterial infection due to other specified bacteria
10004033,Bacterial infection due to other staphylococcus
10004034,Bacterial infection due to other Streptococcus
10004035,Bacterial infection due to staphylococcus aureus
10004036,"Bacterial infection due to streptococcus, group A"
10004037,"Bacterial infection due to streptococcus, group B"
10004038,"Bacterial infection due to streptococcus, group C"
10004039,"Bacterial infection due to streptococcus, group D"
10004040,"Bacterial infection due to streptococcus, group G"
10004041,Bacterial infection due to unspecified staphylococcus
10004042,Bacterial infection due to unspecified streptococcus
10004043,Bacterial infection in conditions classified elsewhere and of unspecified site
10004044,Bacterial infection NOS
10004045,"Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site"
10004049,Bacterial meningitis
10004050,Bacterial pericarditis
10004051,"Bacterial pneumonia, unspecified"
10004052,Bacterial resistance
10004053,Bacterial toxaemia
10004055,Bacterial vaginosis
10004056,Bacteriuria
10004057,Bacteriuria (excl in pregnancy)
10004058,Bacteriuria in pregnancy
10004059,Bacteriuria NOS
10004060,Bacteriuria NOS absent
10004061,Bacteriuria NOS present
10004062,Bad breath
10004063,Bad dreams
10004064,Bad mood
10004065,Bad taste
10004066,BAER
10004067,Bagassosis
10004068,Baggasosis
10004069,Baker's cyst
10004070,Balance difficulty
10004071,Balance impaired NOS
10004072,Balanced autosomal translocation in normal individual
10004073,Balanitis
10004074,Balanitis candida
10004075,Balanitis monilial
10004076,Balanitis NOS
10004077,Balanitis xerotica obliterans
10004078,Balanoposthitis
10004080,Balantidiasis
10004081,Balantidium coli
10004082,Baldness
10004083,Ballistics or gene gun in vivo gene therapy
10004084,Balloon catheter embolectomy
10004085,Bancroftian filariasis
10004086,Band keratopathy
10004087,Band-like headache
10004088,Band-shaped keratopathy
10004089,Bankruptcy
10004090,Barber's rash
10004091,Barbiturate abuse
10004092,Barbiturate and similarly acting sedative or hypnotic
10004093,Barbiturate and similarly acting sedative or hypnotic abuse
10004094,"Barbiturate and similarly acting sedative or hypnotic abuse, continuous use"
10004095,"Barbiturate and similarly acting sedative or hypnotic abuse, episodic use"
10004096,"Barbiturate and similarly acting sedative or hypnotic abuse, in remission"
10004097,"Barbiturate and similarly acting sedative or hypnotic abuse, unspecified use"
10004098,Barbiturate and similarly acting sedative or hypnotic dependence
10004099,"Barbiturate and similarly acting sedative or hypnotic dependence, continuous use"
10004100,"Barbiturate and similarly acting sedative or hypnotic dependence, episodic use"
10004101,"Barbiturate and similarly acting sedative or hypnotic dependence, in remission"
10004102,"Barbiturate and similarly acting sedative or hypnotic dependence, unspecified use"
10004103,Barbiturate dependency
10004104,Barbiturate intoxication
10004105,Barbiturate intoxication (NOS)
10004106,Barbiturates NOS decreased
10004107,Barbiturates NOS high
10004108,Barbiturates NOS increased
10004109,Barbiturates NOS normal
10004110,Baritosis
10004111,Barium double contrast
10004112,Barium double contrast NOS
10004113,Barium double contrast NOS abnormal
10004114,Barium double contrast NOS normal
10004115,Barium enema
10004116,Barium enema abnormal
10004117,Barium enema normal
10004118,Barium meal
10004119,Barium meal abnormal
10004120,Barium meal and follow through
10004121,Barium meal and follow through abnormal
